sort,smpl number,leaf part,teatment,genotype,position,"dry wt tissue, g","assyd pwdr, g",,initial supernt wt. extract. exclude the tube,final update supernatent. extract. weight ,supernatent wt. extract. exclude the tube,surface wash-off weight exclude the tube ,tube popped and lost debris during cook,tube+water & powder after cook & makeup,,07.19 extract PGO (glc) ug/well,7.31 extract PGO (glc) ug/well,8/10 extr PGO (glc) ug/well,8/10 extrct PGO (glc) ug/well,8.14 PGO extract  ug/well,07.19 extract  PGO+I ug/well,07.31 extract  PGO+I ug/well,07.31 extract  PGO+I+ 1 hour ug/well,8.14   PGO +I extract 'predicted ug/well,07.19 extract calc sucrose ug/well,07.31 extract calc sucrose ug/well,,07.20 surface wash PGO (glc) ug/well,07.31 surface wash PGO (glc) ug/well,8.14 PGO wash 'predicted ug/well,07.20 surface wash predicted PGO+I ug/well,07.31 surface wash predicted PGO+I ug/well,07.31 surface wash predicted PGO+I + 1 hour ug/well,8.14 PGO+i wash 'predicted ug/well,07.20 surface wash  calc sucrose ug/well,,7/19 extract glc umol/ gDW,7/31 extract glc umol/ gdw,8/10 rep1 extract glc umol/ gdw,8/10 rep 2 extract glc umol/ gdw,8/14  extract glc umol/ gdw,7/19 extract total sugr umol/ gDW,7/31 extract total umol/ gdw,8/14  extract total umol/ gdw,,7/19 wash glc umol/ gDW,7/31 wash glc umol/ gDW,8/14 wash glc umol/ gDW,7/19 wash total sugr umol/ gDW,7/31 wash total sugr umol/ gDW,8/14 wash total sugr umol/ gDW,,08.06 starch content ug/well,08.06 starch content umol/ gdw,extract avg glc umol/ gDW,extract avg total sugr umol/ gDW,extract avg suc umol/ gDW,wash avg glc umol/ gDW,wash avg total sugr umol/ gDW,wash avg suc umol/ gDW
62,10,leaf tip,STS,N14,16,1.0210,0.05,,1.2146,,1.2146,0.5786,,1.8284,,16.22,8.49,1.55,1.66,7.60,19.91,6.75,5.7,10.5,3.7,-1.74,,31.5,5.1,7.6,     >>,6.0,8.4,9.7,,,5.4,8.9,2.1,2.2,10.9,134.3,7.0,11.0,,8.6,2.5,3.8,,4.2,4.8,,8.9,57.7,4.6,7.0,,,,
60,19,leaf tip,STS,N14,8,0.4629,0.05,,0.6908,1.0724,1.0724,0.6231,,1.9627,,14.29,2.67,1.85,2.02,10.20,25.94,2.14,1.9,10.7,11.7,-0.53,,27.5,1.8,2.8,     >>,1.9,2.2,4.7,,,9.2,5.4,6.5,7.1,39.1,154.6,4.3,21.8,,16.5,2.1,3.4,,2.6,5.5,,4.7,34.8,7.1,4.3,,,,
63,22,leaf tip,STS,N14,16,0.6573,0.05,,0.7908,1.1843,1.1843,0.6197,,1.719,,15.08,5.64,1.51,1.61,9.84,25.50,4.61,4.4,12.8,10.4,-1.03,,     >>,24.8,29.3,     >>,27.9,,60.7,,,7.5,8.9,3.0,3.2,21.2,167.8,7.3,20.2,,,20.6,24.2,,0.0,50.3,,3.1,17.7,5.7,7.3,,,,
49,25,leaf tip,STS,N14,8,0.3665,0.05,,0.7636,1.1636,1.1636,0.5840,,1.7772,,13.27,2.93,1.70,1.45,4.75,22.45,2.32,2.1,5.5,9.2,-0.62,,24.2,2.1,2.6,     >>,2.5,3.2,5.3,,,11.7,8.2,6.9,5.9,16.4,145.1,6.5,15.2,,18.4,3.0,3.7,,4.4,7.4,,2.5,15.3,8.2,6.5,,,,
50,28,leaf tip,STS,N14,16,1.0126,0.05,,0.7403,1.1801,1.1801,0.6977,,1.9924,,8.86,1.80,1.13,2.04,4.03,33.52,1.80,1.9,6.2,24.7,0.00,,     >>,15.1,17.4,     >>,16.2,20.5,30.2,,,2.9,1.8,1.1,2.0,7.1,219.8,1.8,6.3,,,9.1,10.5,,12.4,18.3,,7.1,54.6,2.0,1.8,,,,
61,85,leaf tip,STS,N14,8,0.2390,0.05,,1.2497,,1.2497,0.5509,,1.8412,,4.77,0.97,0.72,1.28,2.48,28.15,1.59,2.3,4.7,23.4,0.62,,2.5,0.3,0.3,7.14,0.4,0.5,0.5,4.60,,6.9,4.5,1.9,3.4,11.7,195.4,7.3,21.4,,3.0,0.7,0.5,8.3,1.0,1.0,,8.2,53.7,4.2,7.3,,,,
64,88,leaf tip,STS,N14,16,0.3322,0.05,,1.1751,,1.1751,0.6791,,1.961,,9.23,2.66,0.88,1.35,4.08,     >>,2.74,3.0,4.9,,0.08,,     >>,1.7,2.0,     >>,1.8,2.5,4.1,,,9.1,8.3,2.0,3.1,14.6,,8.5,15.3,,,3.0,3.5,,4.4,7.4,,2.4,18.2,5.6,8.5,,,,
,,leaf tip,STS,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1,5.9,6.4,,,,
65,33,petriole,Control,0002,8,0.0190,0.05,,1.2091,,1.2091,0.6455,,1.8396,,1.98,0.69,0.12,0.11,1.29,6.05,0.71,0.8,2.7,4.1,0.02,,19.0,1.1,1.5,29.56,0.9,0.8,1.3,10.59,,35.0,38.3,0.7,0.6,6.6,40.6,39.6,148.6,,277.3,32.0,43.7,432.2,25.1,40.1,,2.3,14.7,18.7,39.6,,,,
69,36,petriole,Control,0002,16,0.1959,0.05,,0.9144,,0.9144,0.7322,,2.0799,,13.15,3.49,1.09,1.08,4.39,23.89,3.66,4.5,7.5,10.7,0.16,,28.4,4.2,4.3,     >>,4.4,5.4,6.9,,,17.1,14.3,5.3,5.3,21.2,121.4,15.0,30.9,,40.2,13.7,14.1,,17.8,22.5,,4.1,34.0,10.5,15.0,,,,
66,39,petriole,Control,0002,8,0.1347,0.05,,1.0733,,1.0733,0.6939,,2.0754,,11.20,2.89,1.19,1.59,3.24,22.87,2.69,2.9,7.5,11.7,-0.20,,14.7,1.3,4.0,     >>,1.4,1.8,5.3,,,24.8,20.2,9.2,12.3,33.5,136.4,18.8,52.6,,30.2,6.1,18.0,,7.9,23.8,,6.8,56.2,16.6,18.8,,,,
70,42,petriole,Control,0002,16,0.4086,0.05,,1.0261,,1.0261,0.6272,,1.9121,,16.80,5.66,1.33,2.34,5.07,25.74,4.24,4.2,8.7,8.9,-1.42,,26.2,2.6,8.6,     >>,2.7,3.3,12.1,,,11.7,12.5,3.8,6.7,25.5,146.7,9.4,19.2,,17.8,3.5,11.5,,4.4,16.3,,6.8,48.3,8.7,9.4,,,,
67,45,petriole,Control,0002,8,0.1055,0.05,,1.0898,,1.0898,0.7212,,1.8588,,12.22,3.70,1.23,1.83,3.63,21.52,3.16,3.3,7.5,9.3,-0.53,,3.5,0.4,1.1,20.05,0.5,0.7,1.8,16.52,,35.1,33.5,12.6,18.7,55.2,130.3,28.7,68.4,,9.3,2.2,6.3,52.8,4.4,11.0,,7.8,52.2,25.0,28.7,,,,
71,48,petriole,Control,0002,16,0.2007,0.05,,0.9980,,0.9980,0.6553,,1.819,,10.95,3.32,0.72,1.33,2.47,20.47,3.04,3.1,5.3,9.5,-0.27,,22.1,1.8,5.7,     >>,1.9,2.2,7.3,,,15.1,14.5,2.3,4.2,14.3,113.5,13.3,23.2,,30.6,5.2,16.3,,6.2,20.8,,6.4,40.7,9.0,13.3,,,,
68,51,petriole,Control,0002,8,0.1561,0.05,,1.0746,,1.0746,0.6158,,1.9724,,23.09,6.66,3.82,1.67,5.08,     >>,5.19,5.3,9.5,,-1.47,,18.6,1.1,2.4,     >>,1.1,1.4,4.1,,,44.2,40.2,82.3,36.0,47.8,,31.3,57.3,,33.1,3.8,8.4,,4.7,14.3,,6.7,50.3,50.7,31.3,,,,
72,54,petriole,Control,0002,16,0.1896,0.05,,1.0434,,1.0434,0.5874,,2.034,,14.83,4.13,2.86,1.13,3.81,23.77,3.39,3.4,6.9,8.9,-0.73,,18.4,1.6,3.4,     >>,1.5,1.8,5.2,,,22.7,19.9,37.8,14.9,19.8,137.8,16.4,33.4,,27.0,4.3,9.2,,4.8,14.0,,8.6,68.6,23.8,16.4,,,,
,,petriole,Control,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.6,20.4,21.6,,,,
73,57,petriole,STS,0002,8,0.1470,0.05,,1.0191,,1.0191,0.6260,,2.1227,,16.47,4.99,2.89,1.21,4.11,25.74,3.97,4.0,7.5,9.3,-1.01,,3.5,1.3,3.6,20.12,1.5,1.9,6.8,16.59,,31.7,30.3,50.0,20.9,29.7,145.7,24.2,45.6,,6.7,5.0,13.6,38.0,7.0,25.4,,4.5,38.7,33.2,24.2,,,,
77,60,petriole,STS,0002,16,0.5228,0.05,,1.0260,,1.0260,0.6042,,2.0372,,16.85,4.63,2.59,1.16,3.32,27.47,3.86,3.9,6.3,10.6,-0.77,,     >>,3.5,15.1,     >>,2.8,3.1,18.2,,,9.2,8.0,11.3,5.1,6.5,156.6,6.7,10.9,,,3.5,15.3,,3.2,18.5,,6.4,51.7,8.4,6.7,,,,
74,63,petriole,STS,0002,8,0.1176,0.05,,1.3286,,1.3286,0.7450,,2.0882,,12.28,3.07,0.97,0.75,3.56,21.42,2.45,2.5,6.9,9.1,-0.62,,16.3,1.3,3.1,     >>,1.3,1.6,4.4,,,38.6,30.4,7.1,5.4,19.9,158.1,24.3,68.7,,38.4,7.1,17.2,,8.7,24.3,,5.3,44.5,20.4,24.3,,,,
78,66,petriole,STS,0002,16,0.4069,0.05,,1.3932,,1.3932,0.6115,,1.9121,,5.88,1.76,0.72,0.38,2.01,13.68,1.64,1.8,4.5,7.8,-0.13,,26.7,2.3,6.9,     >>,2.4,3.1,13.2,,,5.6,5.3,1.1,0.6,1.7,105.9,4.9,13.5,,18.3,3.0,9.1,,4.1,17.3,,10.1,71.8,3.2,4.9,,,,
75,69,petriole,STS,0002,8,0.0986,0.05,,1.3167,,1.3167,0.7188,,1.7168,,10.87,3.46,0.75,0.66,3.98,20.08,2.77,2.9,8.2,9.2,-0.69,,6.5,0.5,1.6,24.45,0.7,1.0,3.2,17.93,,40.3,40.6,5.0,4.4,23.6,146.9,32.5,96.0,,18.4,3.5,10.3,68.9,6.4,20.5,,11.1,62.7,22.6,32.5,,,,
79,72,petriole,STS,0002,16,0.2002,0.05,,1.3128,,1.3128,0.5669,,1.9679,,8.53,2.12,0.43,0.57,2.12,16.66,1.94,2.0,5.0,8.1,-0.18,,18.2,0.2,0.4,     >>,0.2,0.2,0.4,,,15.5,12.2,0.8,1.1,5.3,121.5,11.2,28.6,,25.2,0.6,1.0,,0.6,1.1,,7.3,54.9,7.4,11.2,,,,
76,75,petriole,STS,0002,8,0.0688,0.05,,1.4143,,1.4143,0.6519,,1.8833,,11.78,2.65,1.27,0.71,5.31,19.91,2.06,2.1,6.9,8.1,-0.59,,24.5,2.1,3.4,32.99,1.6,1.6,2.4,8.45,,67.3,47.9,20.5,11.5,48.2,156.4,37.2,123.7,,99.1,17.8,28.5,133.2,13.4,20.0,,3.6,24.5,36.8,37.2,,,,
80,78,petriole,STS,0002,16,0.4216,0.05,,1.1695,,1.1695,0.6894,,2.1056,,12.98,2.67,1.65,0.81,4.78,21.76,2.08,2.2,6.5,8.8,-0.59,,31.8,4.0,7.2,     >>,5.0,7.7,12.7,,,10.0,6.5,5.7,2.8,8.0,141.4,5.1,15.7,,21.0,5.7,10.4,,11.1,18.2,,2.3,19.5,6.2,5.1,,,,
,,petriole,STS,0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,17.3,18.3,,,,
81,3,petriole,Control,N14,8,0.1866,0.05,,1.1452,,1.1452,0.5406,,1.8879,,16.07,5.48,1.45,1.60,7.63,25.39,4.46,4.3,9.9,9.3,-1.02,,31.6,3.7,5.1,     >>,3.6,4.0,4.9,,,27.4,29.5,9.8,10.9,57.5,161.5,24.0,53.1,,47.1,9.3,13.0,,10.3,12.4,,7.1,49.2,19.4,24.0,,,,
85,6,petriole,Control,N14,16,0.2536,0.05,,1.1439,,1.1439,0.5460,,1.9479,,24.43,5.90,2.64,2.45,10.61,     >>,4.63,4.2,12.6,,-1.28,,     >>,7.6,11.7,     >>,7.6,9.0,11.3,,,30.6,23.4,24.2,22.4,90.0,,18.3,49.8,,,14.3,22.2,,17.1,21.3,,9.4,68.9,25.1,18.3,,,,
82,15,petriole,control,N14,8,0.2428,0.05,,0.6885,1.0255,1.0255,0.6246,,2.0259,,25.87,6.20,3.68,3.10,12.26,     >>,4.93,4.6,16.4,,-1.27,,31.7,4.4,5.1,     >>,4.3,4.8,8.2,,,30.4,23.0,48.9,41.2,137.3,,18.3,60.9,,36.2,9.9,11.4,,10.9,18.6,,11.7,93.0,35.9,18.3,,,,
86,18,petriole,control,N14,16,0.4717,0.05,,0.6424,0.9960,0.9960,0.5472,,2.0679,,28.46,5.31,6.71,6.04,20.27,     >>,4.22,3.9,26.6,,-1.09,,     >>,23.3,25.7,     >>,23.0,25.6,47.7,,,16.7,9.8,83.8,75.4,227.9,,7.8,49.3,,,23.7,26.2,,26.1,48.6,,15.5,127.8,46.4,7.8,,,,
83,81,petriole,Control,N14,8,0.3757,0.05,,1.3063,,1.3063,0.7370,x,1.9343,,9.17,2.85,0.89,0.69,3.38,20.64,2.59,2.8,5.7,11.5,-0.26,,     >>,5.1,8.4,     >>,5.5,7.0,11.2,,,8.9,8.7,1.8,1.4,5.4,149.8,7.9,17.2,,,8.7,14.5,,12.0,19.3,,0.8,5.8,5.2,7.9,,,,
87,84,petriole,Control,N14,16,0.5652,0.05,,1.3481,,1.3481,0.7699,,1.7602,,6.98,2.44,0.21,0.63,4.10,16.16,2.27,2.4,6.4,9.2,-0.16,,     >>,5.2,7.5,     >>,3.7,3.7,5.7,,,4.6,5.1,0.1,0.2,4.0,121.1,4.8,13.4,,,6.2,9.0,,4.4,6.8,,2.4,14.6,2.5,4.8,,,,
84,93,petriole,Control,N14,8,0.1861,0.05,,1.0311,,1.0311,0.7394,,2.0748,,24.33,6.82,3.49,1.53,6.61,     >>,5.33,5.3,8.9,,-1.49,,     >>,9.3,8.2,     >>,6.0,4.8,9.3,,,37.4,33.2,57.3,25.2,47.7,,25.9,43.3,,,32.3,28.6,,16.9,32.3,,11.3,93.4,38.3,25.9,,,,
88,96,petriole,Control,N14,16,0.7533,0.05,,0.9814,,0.9814,0.7259,,2.0687,,24.19,7.05,4.54,1.40,7.68,     >>,5.41,4.9,9.0,,-1.64,,     >>,12.6,14.5,     >>,13.8,17.7,26.6,,,8.8,8.1,24.0,7.4,12.5,,6.2,10.2,,,10.7,12.2,,14.9,22.5,,24.0,198.2,12.1,6.2,,,,
,,petriole,Control,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,23.1,14.2,,,,
91,9,petriole,STS,N14,8,0.2859,0.05,,1.0769,,1.0769,0.6369,,1.8899,,22.19,7.50,1.51,2.11,10.89,33.17,5.98,5.7,15.4,11.0,-1.53,,35.1,7.7,13.2,     >>,8.2,10.6,14.5,,,23.2,24.8,7.0,9.8,70.7,198.5,19.8,50.9,,34.1,15.1,25.7,,20.8,28.4,,7.8,54.1,16.2,19.8,,,,
94,12,petriole,STS,N14,16,0.6727,0.05,,1.0735,,1.0735,0.6335,,2.0886,,18.16,4.77,2.08,1.66,9.42,26.58,3.71,3.4,13.9,8.4,-1.05,,     >>,22.3,33.4,     >>,24.0,,41.2,,,8.1,6.7,5.6,4.5,20.4,158.5,5.2,19.5,,,18.4,27.6,,0.0,34.1,,6.8,57.0,6.2,5.2,,,,
92,21,petriole,STS,N14,8,0.3047,0.05,,0.6285,1.0140,1.0140,0.5223,,1.8367,,25.32,4.30,1.86,2.55,12.67,     >>,3.18,3.0,16.8,,-1.13,,     >>,9.2,11.7,     >>,9.2,10.3,18.2,,,23.4,12.6,10.0,13.7,92.9,,9.3,49.1,,,13.8,17.6,,15.5,27.4,,1.9,12.2,14.9,9.3,,,,
95,24,petriole,STS,N14,16,0.4883,0.05,,0.6443,1.0309,1.0309,0.5267,,1.6916,,18.06,4.43,0.97,1.48,8.99,29.73,3.59,3.6,12.8,11.7,-0.84,,     >>,12.1,15.7,     >>,13.3,16.9,32.4,,,10.6,8.2,1.7,2.6,24.0,170.3,6.6,23.8,,,11.5,14.9,,16.0,30.7,,10.8,59.1,5.8,6.6,,,,
89,27,petriole,STS,N14,8,0.2599,0.05,,0.5469,0.9537,0.9537,0.6078,,2.1081,,8.16,1.46,0.59,0.72,4.03,23.51,1.44,1.6,7.1,15.4,-0.02,,     >>,5.3,7.4,     >>,5.5,6.8,13.0,,,8.3,4.7,1.2,1.5,9.9,124.6,4.6,22.9,,,10.8,15.2,,14.0,26.7,,3.3,28.2,3.9,4.6,,,,
90,30,petriole,STS,N14,16,0.5923,0.05,,0.5827,1.1788,1.1788,0.6434,,2.1157,,14.39,3.57,1.39,1.36,6.53,31.97,3.42,3.7,11.0,17.6,-0.15,,     >>,11.5,20.6,     >>,11.2,12.4,30.5,,,8.0,6.2,2.9,2.8,13.2,209.4,6.0,19.2,,,10.9,19.7,,11.9,29.1,,5.4,46.2,5.0,6.0,,,,
93,87,petriole,STS,N14,8,0.1353,0.05,,1.0167,,1.0167,0.7632,,1.9125,,11.47,2.97,1.29,0.78,4.29,24.11,2.75,2.9,6.6,12.6,-0.23,,16.8,1.2,1.1,     >>,1.3,1.7,2.4,,,23.9,19.6,10.8,6.6,21.8,136.2,18.1,43.6,,34.4,5.7,5.5,,8.5,11.7,,6.3,44.6,15.2,18.1,,,,
96,90,petriole,STS,N14,16,0.3231,0.05,,1.0610,,1.0610,0.8058,,1.8802,,23.38,5.33,3.04,1.72,8.36,     >>,4.29,4.3,12.0,,-1.04,,     >>,12.5,16.1,     >>,12.4,13.8,29.4,,,21.3,15.4,25.1,14.2,39.1,,12.4,34.6,,,27.4,35.2,,30.2,64.4,,9.1,62.0,19.0,12.4,,,,
,,petriole,STS,N14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4,10.8,10.2,,,,
,,,Grand Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9,14.1,14.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,14.9,13.0,11.6,35.4,173.3,14.1,37.2,,23.7,9.4,14.7,39.3,8.8,21.2,,,46.9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
